year,week,station,anzahl
2018,38,Union St,32
2018,38,Van Vorst Park,240
2018,38,Warren St,238
2018,38,Washington St,258
2018,38,York St,109
2018,39,5 Corners Library,72
2018,39,Astor Place,74
2018,39,Baldwin at Montgomery,82
2018,39,Bergen Ave,68
2018,39,Brunswick & 6th,174
2018,39,Brunswick St,169
2018,39,Christ Hospital,61
2018,39,City Hall,244
2018,39,Columbus Drive,202
2018,39,Communipaw & Berry Lane,29
2018,39,Dey St,23
2018,39,Dixon Mills,124
2018,39,Essex Light Rail,171
2018,39,Exchange Place,530
2018,39,Fairmount Ave,81
2018,39,Glenwood Ave,30
2018,39,Grand St,182
2018,39,Grove St PATH,1093
2018,39,Hamilton Park,489
2018,39,Harborside,339
2018,39,Heights Elevator,54
2018,39,Hilltop,84
2018,39,JC Medical Center,123
2018,39,Jackson Square,25
2018,39,Jersey & 3rd,169
2018,39,Jersey & 6th St,205
2018,39,Journal Square,162
2018,39,Lafayette Park,41
2018,39,Leonard Gordon Park,58
2018,39,Liberty Light Rail,194
2018,39,Lincoln Park,69
2018,39,Manila & 1st,181
2018,39,Marin Light Rail,288
2018,39,McGinley Square,154
2018,39,Monmouth and 6th,157
2018,39,Montgomery St,81
2018,39,Morris Canal,205
2018,39,Newark Ave,231
2018,39,Newport PATH,365
2018,39,Newport Pkwy,269
2018,39,Oakland Ave,113
2018,39,Paulus Hook,245
2018,39,Pershing Field,101
2018,39,Riverview Park,66
2018,39,Sip Ave,471
2018,39,Union St,26
2018,39,Van Vorst Park,206
2018,39,Warren St,238
2018,39,Washington St,220
2018,39,York St,97
2018,40,5 Corners Library,56
2018,40,Astor Place,81
2018,40,Baldwin at Montgomery,90
2018,40,Bergen Ave,80
2018,40,Brunswick & 6th,212
2018,40,Brunswick St,243
2018,40,Christ Hospital,64
2018,40,City Hall,245
2018,40,Columbus Drive,217
2018,40,Communipaw & Berry Lane,55
2018,40,Dey St,38
2018,40,Dixon Mills,163
2018,40,Essex Light Rail,178
2018,40,Exchange Place,573
2018,40,Fairmount Ave,60
2018,40,Glenwood Ave,43
2018,40,Grand St,178
2018,40,Grove St PATH,1146
2018,40,Hamilton Park,599
2018,40,Harborside,411
2018,40,Heights Elevator,82
2018,40,Hilltop,80
2018,40,JC Medical Center,139
2018,40,Jackson Square,24
2018,40,Jersey & 3rd,215
2018,40,Jersey & 6th St,228
2018,40,Journal Square,190
2018,40,Lafayette Park,60
2018,40,Leonard Gordon Park,80
2018,40,Liberty Light Rail,231
2018,40,Lincoln Park,77
2018,40,Manila & 1st,209
2018,40,Marin Light Rail,316
2018,40,McGinley Square,155
2018,40,Monmouth and 6th,172
2018,40,Montgomery St,104
2018,40,Morris Canal,267
2018,40,Newark Ave,230
2018,40,Newport PATH,391
2018,40,Newport Pkwy,286
2018,40,Oakland Ave,131
2018,40,Paulus Hook,226
2018,40,Pershing Field,162
2018,40,Riverview Park,70
2018,40,Sip Ave,374
2018,40,Union St,30
2018,40,Van Vorst Park,271
2018,40,Warren St,270
2018,40,Washington St,262
2018,40,York St,94
2018,41,5 Corners Library,68
2018,41,Astor Place,80
2018,41,Baldwin at Montgomery,85
2018,41,Bergen Ave,89
2018,41,Brunswick & 6th,198
2018,41,Brunswick St,210
2018,41,Christ Hospital,64
2018,41,City Hall,232
2018,41,Columbus Drive,193
2018,41,Communipaw & Berry Lane,35
2018,41,Dey St,35
2018,41,Dixon Mills,122
2018,41,Essex Light Rail,162
2018,41,Exchange Place,490
2018,41,Fairmount Ave,74
2018,41,Glenwood Ave,41
2018,41,Grand St,154
2018,41,Grove St PATH,1063
2018,41,Hamilton Park,532
2018,41,Harborside,331
2018,41,Heights Elevator,52
2018,41,Hilltop,90
2018,41,JC Medical Center,108
2018,41,Jackson Square,15
2018,41,Jersey & 3rd,181
2018,41,Jersey & 6th St,229
2018,41,Journal Square,183
2018,41,Lafayette Park,62
2018,41,Leonard Gordon Park,54
2018,41,Liberty Light Rail,203
2018,41,Lincoln Park,74
2018,41,Manila & 1st,195
2018,41,Marin Light Rail,296
2018,41,McGinley Square,167
2018,41,Monmouth and 6th,140
2018,41,Montgomery St,93
2018,41,Morris Canal,267
2018,41,Newark Ave,212
2018,41,Newport PATH,214
2018,41,Newport Pkwy,254
2018,41,Oakland Ave,133
2018,41,Paulus Hook,203
2018,41,Pershing Field,138
2018,41,Riverview Park,52
2018,41,Sip Ave,431
2018,41,Union St,33
2018,41,Van Vorst Park,238
2018,41,Warren St,225
2018,41,Washington St,265
2018,41,York St,81
2018,42,5 Corners Library,55
2018,42,Astor Place,85
2018,42,Baldwin at Montgomery,95
2018,42,Bergen Ave,66
2018,42,Brunswick & 6th,214
2018,42,Brunswick St,203
2018,42,Christ Hospital,50
2018,42,City Hall,177
2018,42,Columbus Drive,165
2018,42,Communipaw & Berry Lane,25
2018,42,Dey St,32
2018,42,Dixon Mills,134
2018,42,Essex Light Rail,138
2018,42,Exchange Place,487
2018,42,Fairmount Ave,74
2018,42,Glenwood Ave,34
2018,42,Grand St,128
2018,42,Grove St PATH,1101
2018,42,Hamilton Park,498
2018,42,Harborside,305
2018,42,Heights Elevator,43
2018,42,Hilltop,59
2018,42,JC Medical Center,111
2018,42,Jackson Square,22
2018,42,Jersey & 3rd,185
2018,42,Jersey & 6th St,213
2018,42,Journal Square,157
2018,42,Lafayette Park,46
2018,42,Leonard Gordon Park,65
2018,42,Liberty Light Rail,149
2018,42,Lincoln Park,75
2018,42,Manila & 1st,184
2018,42,Marin Light Rail,248
2018,42,McGinley Square,144
2018,42,Monmouth and 6th,174
2018,42,Montgomery St,90
2018,42,Morris Canal,227
2018,42,Newark Ave,217
2018,42,Newport PATH,296
2018,42,Newport Pkwy,210
2018,42,Oakland Ave,139
2018,42,Paulus Hook,159
2018,42,Pershing Field,100
2018,42,Riverview Park,43
2018,42,Sip Ave,397
2018,42,Union St,29
2018,42,Van Vorst Park,221
2018,42,Warren St,206
2018,42,Washington St,195
2018,42,York St,97
2018,43,5 Corners Library,47
2018,43,Astor Place,66
2018,43,Baldwin at Montgomery,49
2018,43,Bergen Ave,59
2018,43,Brunswick & 6th,172
2018,43,Brunswick St,160
2018,43,Christ Hospital,57
2018,43,City Hall,196
2018,43,Columbus Drive,127
2018,43,Communipaw & Berry Lane,17
2018,43,Dey St,27
2018,43,Dixon Mills,101
2018,43,Essex Light Rail,149
2018,43,Exchange Place,441
2018,43,Fairmount Ave,68
2018,43,Glenwood Ave,22
2018,43,Grand St,96
2018,43,Grove St PATH,964
2018,43,Hamilton Park,421
2018,43,Harborside,268
2018,43,Heights Elevator,43
2018,43,Hilltop,56
2018,43,JC Medical Center,97
2018,43,JCBS Depot,2
2018,43,Jackson Square,16
2018,43,Jersey & 3rd,161
2018,43,Jersey & 6th St,162
2018,43,Journal Square,161
2018,43,Lafayette Park,39
2018,43,Leonard Gordon Park,67
2018,43,Liberty Light Rail,143
2018,43,Lincoln Park,74
2018,43,Manila & 1st,161
2018,43,Marin Light Rail,206
2018,43,McGinley Square,151
2018,43,Monmouth and 6th,139
2018,43,Montgomery St,77
2018,43,Morris Canal,190
2018,43,Newark Ave,189
2018,43,Newport PATH,285
2018,43,Newport Pkwy,162
2018,43,Oakland Ave,113
2018,43,Paulus Hook,152
2018,43,Pershing Field,105
2018,43,Riverview Park,44
2018,43,Sip Ave,422
2018,43,Union St,25
2018,43,Van Vorst Park,171
2018,43,Warren St,155
2018,43,Washington St,145
2018,43,York St,75
2018,44,5 Corners Library,48
2018,44,Astor Place,83
2018,44,Baldwin at Montgomery,47
2018,44,Bergen Ave,75
2018,44,Brunswick & 6th,173
2018,44,Brunswick St,167
2018,44,Christ Hospital,40
2018,44,City Hall,195
2018,44,Columbus Drive,129
2018,44,Communipaw & Berry Lane,25
2018,44,Dey St,26
2018,44,Dixon Mills,124
2018,44,Essex Light Rail,143
2018,44,Exchange Place,457
2018,44,Fairmount Ave,52
2018,44,Glenwood Ave,30
2018,44,Grand St,120
2018,44,Grove St PATH,983
2018,44,Hamilton Park,494
2018,44,Harborside,285
2018,44,Heights Elevator,58
2018,44,Hilltop,66
2018,44,JC Medical Center,98
2018,44,Jackson Square,25
2018,44,Jersey & 3rd,180
2018,44,Jersey & 6th St,159
2018,44,Journal Square,153
2018,44,Lafayette Park,48
2018,44,Leonard Gordon Park,61
2018,44,Liberty Light Rail,141
2018,44,Lincoln Park,63
2018,44,Manila & 1st,164
2018,44,Marin Light Rail,194
2018,44,McGinley Square,139
2018,44,Monmouth and 6th,136
2018,44,Montgomery St,94
2018,44,Morris Canal,193
2018,44,Newark Ave,203
2018,44,Newport PATH,332
2018,44,Newport Pkwy,196
2018,44,Oakland Ave,113
2018,44,Paulus Hook,176
2018,44,Pershing Field,120
2018,44,Riverview Park,45
2018,44,Sip Ave,388
2018,44,Union St,20
2018,44,Van Vorst Park,189
2018,44,Warren St,182
2018,44,Washington St,161
2018,44,York St,73
2018,45,5 Corners Library,34
2018,45,Astor Place,65
2018,45,Baldwin at Montgomery,64
2018,45,Bergen Ave,51
2018,45,Brunswick & 6th,176
2018,45,Brunswick St,138
2018,45,Christ Hospital,35
2018,45,City Hall,154
2018,45,Columbus Drive,126
2018,45,Communipaw & Berry Lane,29
2018,45,Dey St,18
2018,45,Dixon Mills,127
2018,45,Essex Light Rail,92
2018,45,Exchange Place,290
2018,45,Fairmount Ave,51
2018,45,Glenwood Ave,20
2018,45,Grand St,73
2018,45,Grove St PATH,877
2018,45,Hamilton Park,395
2018,45,Harborside,211
2018,45,Heights Elevator,40
2018,45,Hilltop,53
2018,45,JC Medical Center,78
2018,45,JCBS Depot,1
2018,45,Jackson Square,11
2018,45,Jersey & 3rd,144
2018,45,Jersey & 6th St,167
2018,45,Journal Square,127
2018,45,Lafayette Park,21
2018,45,Leonard Gordon Park,43
2018,45,Liberty Light Rail,120
2018,45,Lincoln Park,57
2018,45,Manila & 1st,107
2018,45,Marin Light Rail,191
2018,45,McGinley Square,101
2018,45,Monmouth and 6th,120
2018,45,Montgomery St,77
2018,45,Morris Canal,141
2018,45,Newark Ave,157
2018,45,Newport PATH,254
2018,45,Newport Pkwy,127
2018,45,Oakland Ave,84
2018,45,Paulus Hook,128
2018,45,Pershing Field,82
2018,45,Riverview Park,36
2018,45,Sip Ave,339
2018,45,Union St,24
2018,45,Van Vorst Park,162
2018,45,Warren St,145
2018,45,Washington St,125
2018,45,York St,52
2018,46,5 Corners Library,31
2018,46,Astor Place,52
2018,46,Baldwin at Montgomery,55
2018,46,Bergen Ave,39
2018,46,Brunswick & 6th,116
2018,46,Brunswick St,127
2018,46,Christ Hospital,22
2018,46,City Hall,118
2018,46,Columbus Drive,93
2018,46,Communipaw & Berry Lane,17
2018,46,Dey St,14
2018,46,Dixon Mills,97
2018,46,Essex Light Rail,76
2018,46,Exchange Place,283
2018,46,Fairmount Ave,57
2018,46,Glenwood Ave,19
2018,46,Grand St,73
2018,46,Grove St PATH,673
2018,46,Hamilton Park,306
2018,46,Harborside,178
2018,46,Heights Elevator,35
2018,46,Hilltop,30
2018,46,JC Medical Center,67
2018,46,JCBS Depot,2
2018,46,Jackson Square,13
2018,46,Jersey & 3rd,136
2018,46,Jersey & 6th St,111
2018,46,Journal Square,116
2018,46,Lafayette Park,29
2018,46,Leonard Gordon Park,43
2018,46,Liberty Light Rail,86
2018,46,Lincoln Park,33
2018,46,Manila & 1st,98
2018,46,Marin Light Rail,149
2018,46,McGinley Square,85
2018,46,Monmouth and 6th,102
2018,46,Montgomery St,56
2018,46,Morris Canal,119
2018,46,Newark Ave,133
2018,46,Newport PATH,208
2018,46,Newport Pkwy,117
2018,46,Oakland Ave,76
2018,46,Paulus Hook,95
2018,46,Pershing Field,78
2018,46,Riverview Park,19
2018,46,Sip Ave,284
2018,46,Union St,17
2018,46,Van Vorst Park,128
2018,46,Warren St,109
2018,46,Washington St,94
2018,46,York St,39
2018,47,5 Corners Library,23
2018,47,Astor Place,50
2018,47,Baldwin at Montgomery,54
2018,47,Bergen Ave,50
2018,47,Brunswick & 6th,112
2018,47,Brunswick St,114
2018,47,Christ Hospital,21
2018,47,City Hall,118
2018,47,Columbus Drive,92
2018,47,Communipaw & Berry Lane,17
2018,47,Dey St,7
2018,47,Dixon Mills,63
2018,47,Essex Light Rail,72
2018,47,Exchange Place,228
2018,47,Fairmount Ave,42
2018,47,Glenwood Ave,16
2018,47,Grand St,75
2018,47,Grove St PATH,514
2018,47,Hamilton Park,218
2018,47,Harborside,155
2018,47,Heights Elevator,27
2018,47,Hilltop,32
2018,47,JC Medical Center,63
2018,47,JCBS Depot,10
2018,47,Jackson Square,5
2018,47,Jersey & 3rd,128
2018,47,Jersey & 6th St,123
2018,47,Journal Square,91
2018,47,Lafayette Park,18
2018,47,Leonard Gordon Park,34
2018,47,Liberty Light Rail,58
2018,47,Lincoln Park,20
2018,47,Manila & 1st,99
2018,47,Marin Light Rail,143
2018,47,McGinley Square,57
2018,47,Monmouth and 6th,84
2018,47,Montgomery St,49
2018,47,Morris Canal,132
2018,47,Newark Ave,117
2018,47,Newport PATH,186
2018,47,Newport Pkwy,106
2018,47,Oakland Ave,66
2018,47,Paulus Hook,99
2018,47,Pershing Field,73
2018,47,Riverview Park,21
2018,47,Sip Ave,263
2018,47,Union St,19
2018,47,Van Vorst Park,111
2018,47,Warren St,99
2018,47,Washington St,85
2018,47,York St,41
2018,48,5 Corners Library,26
2018,48,Astor Place,61
2018,48,Baldwin at Montgomery,59
2018,48,Bergen Ave,39
2018,48,Brunswick & 6th,159
2018,48,Brunswick St,124
2018,48,Christ Hospital,26
2018,48,City Hall,122
2018,48,Columbus Drive,131
2018,48,Communipaw & Berry Lane,22
2018,48,Dey St,7
2018,48,Dixon Mills,111
2018,48,Essex Light Rail,74
2018,48,Exchange Place,254
2018,48,Fairmount Ave,53
2018,48,Glenwood Ave,31
2018,48,Grand St,93
2018,48,Grove St PATH,727
2018,48,Hamilton Park,375
2018,48,Harborside,201
2018,48,Heights Elevator,44
2018,48,Hilltop,43
2018,48,JC Medical Center,73
2018,48,Jackson Square,13
2018,48,Jersey & 3rd,126
2018,48,Jersey & 6th St,152
2018,48,Journal Square,119
2018,48,Lafayette Park,28
2018,48,Leonard Gordon Park,48
2018,48,Liberty Light Rail,89
2018,48,Lincoln Park,54
2018,48,Manila & 1st,110
2018,48,Marin Light Rail,157
2018,48,McGinley Square,92
2018,48,Monmouth and 6th,144
2018,48,Montgomery St,54
2018,48,Morris Canal,128
2018,48,Newark Ave,153
2018,48,Newport PATH,223
2018,48,Newport Pkwy,121
2018,48,Oakland Ave,86
2018,48,Paulus Hook,115
2018,48,Pershing Field,78
2018,48,Riverview Park,15
2018,48,Sip Ave,322
2018,48,Union St,14
2018,48,Van Vorst Park,138
2018,48,Warren St,123
2018,48,Washington St,108
2018,48,York St,45
2018,49,5 Corners Library,36
2018,49,Astor Place,56
2018,49,Baldwin at Montgomery,69
2018,49,Bergen Ave,53
2018,49,Brunswick & 6th,166
2018,49,Brunswick St,151
2018,49,Christ Hospital,25
2018,49,City Hall,140
2018,49,Columbus Drive,125
2018,49,Communipaw & Berry Lane,21
2018,49,Dey St,9
2018,49,Dixon Mills,114
2018,49,Essex Light Rail,85
2018,49,Exchange Place,270
2018,49,Fairmount Ave,42
2018,49,Glenwood Ave,8
2018,49,Grand St,41
2018,49,Grove St PATH,731
2018,49,Hamilton Park,345
2018,49,Harborside,214
2018,49,Heights Elevator,37
2018,49,Hilltop,46
2018,49,JC Medical Center,90
2018,49,Jackson Square,17
2018,49,Jersey & 3rd,128
2018,49,Jersey & 6th St,123
2018,49,Journal Square,131
2018,49,Lafayette Park,34
2018,49,Leonard Gordon Park,56
2018,49,Liberty Light Rail,99
2018,49,Lincoln Park,39
2018,49,Manila & 1st,96
2018,49,Marin Light Rail,172
2018,49,McGinley Square,96
2018,49,Monmouth and 6th,126
2018,49,Montgomery St,65
2018,49,Morris Canal,162
2018,49,Newark Ave,123
2018,49,Newport PATH,247
2018,49,Newport Pkwy,130
2018,49,Oakland Ave,98
2018,49,Paulus Hook,130
2018,49,Pershing Field,82
2018,49,Riverview Park,23
2018,49,Sip Ave,340
2018,49,Union St,16
2018,49,Van Vorst Park,137
2018,49,Warren St,100
2018,49,Washington St,109
2018,49,York St,51
2018,50,5 Corners Library,25
2018,50,Astor Place,61
2018,50,Baldwin at Montgomery,70
2018,50,Bergen Ave,34
2018,50,Brunswick & 6th,155
2018,50,Brunswick St,118
2018,50,Christ Hospital,29
2018,50,City Hall,138
2018,50,Columbus Drive,100
2018,50,Communipaw & Berry Lane,23
2018,50,Dey St,13
2018,50,Dixon Mills,108
2018,50,Essex Light Rail,84
2018,50,Exchange Place,260
2018,50,Fairmount Ave,46
2018,50,Glenwood Ave,27
2018,50,Grand St,95
2018,50,Grove St PATH,745
2018,50,Hamilton Park,366
2018,50,Harborside,199
2018,50,Heights Elevator,33
2018,50,Hilltop,34
2018,50,JC Medical Center,82
2018,50,Jackson Square,16
2018,50,Jersey & 3rd,131
2018,50,Jersey & 6th St,156
2018,50,Journal Square,132
2018,50,Lafayette Park,36
2018,50,Leonard Gordon Park,37
2018,50,Liberty Light Rail,88
2018,50,Lincoln Park,36
2018,50,Manila & 1st,86
2018,50,Marin Light Rail,140
2018,50,McGinley Square,100
2018,50,Monmouth and 6th,133
2018,50,Montgomery St,66
2018,50,Morris Canal,127
2018,50,Newark Ave,139
2018,50,Newport PATH,194
2018,50,Newport Pkwy,105
2018,50,Oakland Ave,84
2018,50,Paulus Hook,99
2018,50,Pershing Field,87
2018,50,Riverview Park,18
2018,50,Sip Ave,328
2018,50,Union St,11
2018,50,Van Vorst Park,137
2018,50,Warren St,118
2018,50,Washington St,121
2018,50,York St,59
2018,51,5 Corners Library,25
2018,51,Astor Place,49
2018,51,Baldwin at Montgomery,44
2018,51,Bergen Ave,31
2018,51,Brunswick & 6th,142
2018,51,Brunswick St,115
2018,51,Christ Hospital,24
2018,51,City Hall,104
2018,51,Columbus Drive,89
2018,51,Communipaw & Berry Lane,18
2018,51,Dey St,14
2018,51,Dixon Mills,88
2018,51,Essex Light Rail,76
2018,51,Exchange Place,200
2018,51,Fairmount Ave,34
2018,51,Glenwood Ave,21
2018,51,Grand St,65
2018,51,Grove St PATH,600
2018,51,Hamilton Park,268
2018,51,Harborside,146
2018,51,Heights Elevator,32
2018,51,Hilltop,28
2018,51,JC Medical Center,71
2018,51,JCBS Depot,2
2018,51,Jackson Square,12
2018,51,Jersey & 3rd,104
2018,51,Jersey & 6th St,129
2018,51,Journal Square,89
2018,51,Lafayette Park,23
2018,51,Leonard Gordon Park,31
2018,51,Liberty Light Rail,74
2018,51,Lincoln Park,31
2018,51,Manila & 1st,70
2018,51,Marin Light Rail,119
2018,51,McGinley Square,71
2018,51,Monmouth and 6th,108
2018,51,Montgomery St,56
2018,51,Morris Canal,89
2018,51,Newark Ave,121
2018,51,Newport PATH,175
2018,51,Newport Pkwy,97
2018,51,Oakland Ave,88
2018,51,Paulus Hook,72
2018,51,Pershing Field,77
2018,51,Riverview Park,20
2018,51,Sip Ave,285
2018,51,Union St,11
2018,51,Van Vorst Park,88
2018,51,Warren St,95
2018,51,Washington St,73
2018,51,York St,42
2018,52,5 Corners Library,25
2018,52,Astor Place,44
2018,52,Baldwin at Montgomery,49
2018,52,Bergen Ave,16
2018,52,Brunswick & 6th,62
2018,52,Brunswick St,68
2018,52,Christ Hospital,18
2018,52,City Hall,70
2018,52,Columbus Drive,74
2018,52,Communipaw & Berry Lane,10
2018,52,Dey St,8
2018,52,Dixon Mills,60
2018,52,Essex Light Rail,54
2018,52,Exchange Place,136
2018,52,Fairmount Ave,40
2018,52,Glenwood Ave,9
2018,52,Grand St,55
2018,52,Grove St PATH,335
2018,52,Hamilton Park,131
2018,52,Harborside,95
2018,52,Heights Elevator,14
2018,52,Hilltop,21
2018,52,JC Medical Center,44
2018,52,JCBS Depot,2
2018,52,Jackson Square,3
2018,52,Jersey & 3rd,69
2018,52,Jersey & 6th St,67
2018,52,Journal Square,50
2018,52,Lafayette Park,13
2018,52,Leonard Gordon Park,22
2018,52,Liberty Light Rail,51
2018,52,Lincoln Park,27
2018,52,Manila & 1st,57
2018,52,Marin Light Rail,63
2018,52,McGinley Square,62
2018,52,Monmouth and 6th,40
2018,52,Montgomery St,56
2018,52,Morris Canal,79
2018,52,Newark Ave,93
2018,52,Newport PATH,131
2018,52,Newport Pkwy,82
2018,52,Oakland Ave,32
2018,52,Paulus Hook,43
2018,52,Pershing Field,66
2018,52,Riverview Park,12
2018,52,Sip Ave,178
2018,52,Union St,17
2018,52,Van Vorst Park,78
2018,52,Warren St,64
2018,52,Washington St,61
2018,52,York St,34
2019,1,5 Corners Library,24
2019,1,Astor Place,60
2019,1,Baldwin at Montgomery,48
2019,1,Bergen Ave,37
2019,1,Brunswick & 6th,134
2019,1,Brunswick St,115
2019,1,Christ Hospital,36
2019,1,City Hall,124
2019,1,Columbus Dr at Exchange Pl,31
2019,1,Columbus Drive,112
2019,1,Communipaw & Berry Lane,20
2019,1,Dey St,11
2019,1,Dixon Mills,88
2019,1,Essex Light Rail,81
2019,1,Exchange Place,155
2019,1,Fairmount Ave,66
2019,1,Glenwood Ave,23
2019,1,Grand St,76
2019,1,Grove St PATH,596
2019,1,Hamilton Park,244
2019,1,Harborside,172
2019,1,Heights Elevator,27
2019,1,Hilltop,32
2019,1,Hoboken Ave at Monmouth St,9
2019,1,JC Medical Center,83
2019,1,JCBS Depot,2
2019,1,Jackson Square,16
2019,1,Jersey & 3rd,146
2019,1,Jersey & 6th St,102
2019,1,Journal Square,96
2019,1,Lafayette Park,27
2019,1,Leonard Gordon Park,27
2019,1,Liberty Light Rail,90
2019,1,Lincoln Park,36
2019,1,Manila & 1st,103
2019,1,Marin Light Rail,137
2019,1,McGinley Square,76
2019,1,Monmouth and 6th,100
2019,1,Montgomery St,60
2019,1,Morris Canal,113
2019,1,Newark Ave,120
2019,1,Newport PATH,187
2019,1,Newport Pkwy,110
2019,1,Oakland Ave,82
2019,1,Paulus Hook,79
2019,1,Pershing Field,72
2019,1,Riverview Park,24
2019,1,Sip Ave,302
2019,1,Union St,12
2019,1,Van Vorst Park,93
2019,1,Warren St,122
2019,1,Washington St,98
2019,1,York St,43
2019,2,5 Corners Library,28
2019,2,Astor Place,62
2019,2,Baldwin at Montgomery,51
2019,2,Bergen Ave,37
2019,2,Brunswick & 6th,113
2019,2,Brunswick St,101
2019,2,Christ Hospital,34
2019,2,City Hall,118
2019,2,Columbus Drive,114
2019,2,Communipaw & Berry Lane,26
2019,2,Dey St,9
2019,2,Dixon Mills,104
2019,2,Essex Light Rail,100
2019,2,Exchange Place,196
2019,2,Fairmount Ave,36
2019,2,Glenwood Ave,29
2019,2,Grand St,56
2019,2,Grove St PATH,652
2019,2,Hamilton Park,258
2019,2,Harborside,189
2019,2,Heights Elevator,24
2019,2,Hilltop,36
2019,2,JC Medical Center,67
2019,2,JCBS Depot,3
2019,2,Jackson Square,8
2019,2,Jersey & 3rd,124
2019,2,Jersey & 6th St,113
2019,2,Journal Square,103
2019,2,Lafayette Park,28
2019,2,Leonard Gordon Park,33
2019,2,Liberty Light Rail,76
2019,2,Lincoln Park,26
2019,2,Manila & 1st,98
2019,2,Marin Light Rail,143
2019,2,McGinley Square,76
2019,2,Monmouth and 6th,96
2019,2,Montgomery St,56
2019,2,Morris Canal,119
2019,2,Newark Ave,157
2019,2,Newport PATH,195
2019,2,Newport Pkwy,114
2019,2,Oakland Ave,83
2019,2,Paulus Hook,93
2019,2,Pershing Field,74
2019,2,Riverview Park,16
2019,2,Sip Ave,253
2019,2,Union St,10
2019,2,Van Vorst Park,105
2019,2,Warren St,102
2019,2,Washington St,87
2019,2,York St,44
2019,3,5 Corners Library,29
2019,3,Astor Place,56
2019,3,Baldwin at Montgomery,54
2019,3,Bergen Ave,36
2019,3,Brunswick & 6th,122
2019,3,Brunswick St,117
