station,season,year,week,count
Jackson Square,summer,2019,32,43
Riverview Park,summer,2019,32,47
Christ Hospital,summer,2019,32,54
Glenwood Ave,summer,2019,32,54
Leonard Gordon Park,summer,2019,32,55
Communipaw & Berry Lane,summer,2019,32,56
Hilltop,summer,2019,32,65
Hoboken Ave at Monmouth St,summer,2019,32,65
5 Corners Library,summer,2019,32,71
Montgomery St,summer,2019,32,80
Fairmount Ave,summer,2019,32,81
Heights Elevator,summer,2019,32,81
York St,summer,2019,32,88
Lafayette Park,summer,2019,32,89
Astor Place,summer,2019,32,91
Bergen Ave,summer,2019,32,91
Lincoln Park,summer,2019,32,98
Oakland Ave,summer,2019,32,102
Baldwin at Montgomery,summer,2019,32,106
Pershing Field,summer,2019,32,107
Grand St,summer,2019,32,149
Dixon Mills,summer,2019,32,164
Journal Square,summer,2019,32,176
McGinley Square,summer,2019,32,182
Manila & 1st,summer,2019,32,203
Monmouth and 6th,summer,2019,32,207
JC Medical Center,summer,2019,32,211
Van Vorst Park,summer,2019,32,211
Essex Light Rail,summer,2019,32,216
Brunswick St,summer,2019,32,217
Paulus Hook,summer,2019,32,220
Jersey & 3rd,summer,2019,32,227
Brunswick & 6th,summer,2019,32,228
Liberty Light Rail,summer,2019,32,228
City Hall,summer,2019,32,233
Jersey & 6th St,summer,2019,32,238
Newark Ave,summer,2019,32,257
Columbus Drive,summer,2019,32,259
Washington St,summer,2019,32,281
Morris Canal,summer,2019,32,314
Warren St,summer,2019,32,329
Newport Pkwy,summer,2019,32,379
Sip Ave,summer,2019,32,417
Marin Light Rail,summer,2019,32,441
Columbus Dr at Exchange Pl,summer,2019,32,458
Newport PATH,summer,2019,32,466
Harborside,summer,2019,32,515
Hamilton Park,summer,2019,32,696
Grove St PATH,summer,2019,32,1162
JCBS Depot,summer,2019,33,1
Jackson Square,summer,2019,33,20
Union St,summer,2019,33,26
Dey St,summer,2019,33,40
Christ Hospital,summer,2019,33,50
Leonard Gordon Park,summer,2019,33,52
Hoboken Ave at Monmouth St,summer,2019,33,56
Riverview Park,summer,2019,33,58
Glenwood Ave,summer,2019,33,62
Bergen Ave,summer,2019,33,63
Heights Elevator,summer,2019,33,64
Hilltop,summer,2019,33,69
Communipaw & Berry Lane,summer,2019,33,70
5 Corners Library,summer,2019,33,75
York St,summer,2019,33,82
Astor Place,summer,2019,33,85
Fairmount Ave,summer,2019,33,88
Lincoln Park,summer,2019,33,96
Montgomery St,summer,2019,33,104
Pershing Field,summer,2019,33,112
Baldwin at Montgomery,summer,2019,33,113
Lafayette Park,summer,2019,33,114
Oakland Ave,summer,2019,33,118
Grand St,summer,2019,33,154
Dixon Mills,summer,2019,33,163
Journal Square,summer,2019,33,168
Manila & 1st,summer,2019,33,177
Essex Light Rail,summer,2019,33,188
JC Medical Center,summer,2019,33,192
McGinley Square,summer,2019,33,194
Liberty Light Rail,summer,2019,33,197
Van Vorst Park,summer,2019,33,205
Jersey & 6th St,summer,2019,33,218
Monmouth and 6th,summer,2019,33,223
Paulus Hook,summer,2019,33,225
Jersey & 3rd,summer,2019,33,235
Columbus Drive,summer,2019,33,238
Brunswick St,summer,2019,33,241
Brunswick & 6th,summer,2019,33,249
City Hall,summer,2019,33,255
Newark Ave,summer,2019,33,283
Morris Canal,summer,2019,33,298
Warren St,summer,2019,33,301
Washington St,summer,2019,33,306
Newport Pkwy,summer,2019,33,314
Sip Ave,summer,2019,33,414
Marin Light Rail,summer,2019,33,434
Newport PATH,summer,2019,33,465
Columbus Dr at Exchange Pl,summer,2019,33,528
Harborside,summer,2019,33,534
Hamilton Park,summer,2019,33,667
Grove St PATH,summer,2019,33,1344
Jackson Square,summer,2019,34,23
Union St,summer,2019,34,32
Christ Hospital,summer,2019,34,38
Leonard Gordon Park,summer,2019,34,52
Communipaw & Berry Lane,summer,2019,34,54
Dey St,summer,2019,34,55
Hilltop,summer,2019,34,60
Hoboken Ave at Monmouth St,summer,2019,34,62
Glenwood Ave,summer,2019,34,66
Heights Elevator,summer,2019,34,73
Riverview Park,summer,2019,34,74
Lafayette Park,summer,2019,34,77
5 Corners Library,summer,2019,34,78
Bergen Ave,summer,2019,34,78
Lincoln Park,summer,2019,34,86
Astor Place,summer,2019,34,88
Baldwin at Montgomery,summer,2019,34,88
York St,summer,2019,34,90
Fairmount Ave,summer,2019,34,91
Montgomery St,summer,2019,34,97
Pershing Field,summer,2019,34,103
Oakland Ave,summer,2019,34,132
Journal Square,summer,2019,34,169
McGinley Square,summer,2019,34,178
Grand St,summer,2019,34,179
Manila & 1st,summer,2019,34,183
Dixon Mills,summer,2019,34,184
JC Medical Center,summer,2019,34,200
Essex Light Rail,summer,2019,34,201
Brunswick St,summer,2019,34,208
Jersey & 6th St,summer,2019,34,208
Monmouth and 6th,summer,2019,34,209
Columbus Drive,summer,2019,34,211
City Hall,summer,2019,34,227
Jersey & 3rd,summer,2019,34,232
Van Vorst Park,summer,2019,34,235
Brunswick & 6th,summer,2019,34,236
Paulus Hook,summer,2019,34,240
Liberty Light Rail,summer,2019,34,260
Morris Canal,summer,2019,34,265
Warren St,summer,2019,34,275
Washington St,summer,2019,34,317
Newark Ave,summer,2019,34,331
Sip Ave,summer,2019,34,355
Newport Pkwy,summer,2019,34,359
Marin Light Rail,summer,2019,34,447
Columbus Dr at Exchange Pl,summer,2019,34,471
Newport PATH,summer,2019,34,492
Harborside,summer,2019,34,539
Hamilton Park,summer,2019,34,632
Grove St PATH,summer,2019,34,1245
Jackson Square,summer,2019,35,20
Union St,summer,2019,35,27
Dey St,summer,2019,35,51
Christ Hospital,summer,2019,35,56
5 Corners Library,summer,2019,35,57
Leonard Gordon Park,summer,2019,35,60
Bergen Ave,summer,2019,35,61
Riverview Park,summer,2019,35,63
Hilltop,summer,2019,35,64
Lincoln Park,summer,2019,35,76
Communipaw & Berry Lane,summer,2019,35,79
Lafayette Park,summer,2019,35,79
Glenwood Ave,summer,2019,35,81
Fairmount Ave,summer,2019,35,82
Heights Elevator,summer,2019,35,84
Hoboken Ave at Monmouth St,summer,2019,35,90
York St,summer,2019,35,95
Baldwin at Montgomery,summer,2019,35,104
Astor Place,summer,2019,35,105
Montgomery St,summer,2019,35,113
Oakland Ave,summer,2019,35,127
Pershing Field,summer,2019,35,137
Dixon Mills,summer,2019,35,138
Grand St,summer,2019,35,162
Essex Light Rail,summer,2019,35,171
Monmouth and 6th,summer,2019,35,174
Manila & 1st,summer,2019,35,179
Journal Square,summer,2019,35,182
Paulus Hook,summer,2019,35,190
McGinley Square,summer,2019,35,191
Jersey & 3rd,summer,2019,35,200
Brunswick & 6th,summer,2019,35,206
Brunswick St,summer,2019,35,213
Van Vorst Park,summer,2019,35,219
Columbus Drive,summer,2019,35,221
JC Medical Center,summer,2019,35,229
Liberty Light Rail,summer,2019,35,230
City Hall,summer,2019,35,252
Jersey & 6th St,summer,2019,35,256
Morris Canal,summer,2019,35,261
Warren St,summer,2019,35,270
Newark Ave,summer,2019,35,285
Washington St,summer,2019,35,305
Newport Pkwy,summer,2019,35,386
Marin Light Rail,summer,2019,35,417
Sip Ave,summer,2019,35,419
Newport PATH,summer,2019,35,499
Harborside,summer,2019,35,508
Columbus Dr at Exchange Pl,summer,2019,35,523
Hamilton Park,summer,2019,35,665
Grove St PATH,summer,2019,35,1165
Jackson Square,summer,2019,36,24
Leonard Gordon Park,summer,2019,36,46
Union St,summer,2019,36,46
Dey St,summer,2019,36,52
Christ Hospital,summer,2019,36,58
Communipaw & Berry Lane,summer,2019,36,59
5 Corners Library,summer,2019,36,60
Hilltop,summer,2019,36,60
Riverview Park,summer,2019,36,63
Glenwood Ave,summer,2019,36,67
Bergen Ave,summer,2019,36,74
Fairmount Ave,summer,2019,36,76
Heights Elevator,summer,2019,36,77
Hoboken Ave at Monmouth St,summer,2019,36,80
Lincoln Park,summer,2019,36,81
Lafayette Park,summer,2019,36,82
York St,summer,2019,36,85
Astor Place,summer,2019,36,88
Baldwin at Montgomery,summer,2019,36,94
Oakland Ave,summer,2019,36,110
Montgomery St,summer,2019,36,114
Dixon Mills,summer,2019,36,128
Pershing Field,summer,2019,36,131
Journal Square,summer,2019,36,163
Brunswick St,summer,2019,36,169
Monmouth and 6th,summer,2019,36,169
Manila & 1st,summer,2019,36,177
Essex Light Rail,summer,2019,36,178
Grand St,summer,2019,36,180
McGinley Square,summer,2019,36,182
JC Medical Center,summer,2019,36,189
Paulus Hook,summer,2019,36,207
Van Vorst Park,summer,2019,36,207
Liberty Light Rail,summer,2019,36,214
Jersey & 6th St,summer,2019,36,229
Brunswick & 6th,summer,2019,36,231
Jersey & 3rd,summer,2019,36,232
Morris Canal,summer,2019,36,241
Columbus Drive,summer,2019,36,252
Newark Ave,summer,2019,36,254
City Hall,summer,2019,36,256
Warren St,summer,2019,36,273
Washington St,summer,2019,36,284
Newport Pkwy,summer,2019,36,347
Marin Light Rail,summer,2019,36,374
Sip Ave,summer,2019,36,441
Columbus Dr at Exchange Pl,summer,2019,36,468
Harborside,summer,2019,36,470
Newport PATH,summer,2019,36,496
Hamilton Park,summer,2019,36,641
Grove St PATH,summer,2019,36,1052
Jackson Square,summer,2019,37,27
Dey St,summer,2019,37,28
Union St,summer,2019,37,35
Christ Hospital,summer,2019,37,51
Hilltop,summer,2019,37,55
Leonard Gordon Park,summer,2019,37,57
Communipaw & Berry Lane,summer,2019,37,58
Riverview Park,summer,2019,37,67
Bergen Ave,summer,2019,37,74
Glenwood Ave,summer,2019,37,74
5 Corners Library,summer,2019,37,75
Lafayette Park,summer,2019,37,83
Hoboken Ave at Monmouth St,summer,2019,37,87
Astor Place,summer,2019,37,88
Heights Elevator,summer,2019,37,89
Baldwin at Montgomery,summer,2019,37,90
Fairmount Ave,summer,2019,37,92
Lincoln Park,summer,2019,37,102
Oakland Ave,summer,2019,37,107
Pershing Field,summer,2019,37,112
York St,summer,2019,37,115
Montgomery St,summer,2019,37,131
Grand St,summer,2019,37,165
Dixon Mills,summer,2019,37,170
Journal Square,summer,2019,37,171
JC Medical Center,summer,2019,37,194
Essex Light Rail,summer,2019,37,200
Brunswick St,summer,2019,37,212
McGinley Square,summer,2019,37,216
Manila & 1st,summer,2019,37,223
Brunswick & 6th,summer,2019,37,226
Monmouth and 6th,summer,2019,37,242
Jersey & 6th St,summer,2019,37,243
Liberty Light Rail,summer,2019,37,246
Van Vorst Park,summer,2019,37,249
Paulus Hook,summer,2019,37,250
Columbus Drive,summer,2019,37,277
Jersey & 3rd,summer,2019,37,278
Warren St,summer,2019,37,281
City Hall,summer,2019,37,287
Morris Canal,summer,2019,37,291
Newark Ave,summer,2019,37,316
Newport Pkwy,summer,2019,37,344
Washington St,summer,2019,37,357
Marin Light Rail,summer,2019,37,419
Sip Ave,summer,2019,37,455
Columbus Dr at Exchange Pl,summer,2019,37,506
Harborside,summer,2019,37,529
Newport PATH,summer,2019,37,562
Hamilton Park,summer,2019,37,754
Grove St PATH,summer,2019,37,1254
Jackson Square,summer,2019,38,37
Union St,summer,2019,38,38
Leonard Gordon Park,summer,2019,38,58
Hilltop,summer,2019,38,59
Glenwood Ave,summer,2019,38,64
Riverview Park,summer,2019,38,65
Communipaw & Berry Lane,summer,2019,38,70
Bergen Ave,summer,2019,38,83
Christ Hospital,summer,2019,38,84
Lafayette Park,summer,2019,38,89
Astor Place,summer,2019,38,92
Lincoln Park,summer,2019,38,94
Heights Elevator,summer,2019,38,95
5 Corners Library,summer,2019,38,96
Fairmount Ave,summer,2019,38,97
York St,summer,2019,38,107
Baldwin at Montgomery,summer,2019,38,110
Montgomery St,summer,2019,38,121
Hoboken Ave at Monmouth St,summer,2019,38,124
Pershing Field,summer,2019,38,126
Oakland Ave,summer,2019,38,128
Journal Square,summer,2019,38,158
Dixon Mills,summer,2019,38,166
Essex Light Rail,summer,2019,38,186
JC Medical Center,summer,2019,38,194
Grand St,summer,2019,38,202
Manila & 1st,summer,2019,38,223
Brunswick St,summer,2019,38,232
Monmouth and 6th,summer,2019,38,238
Jersey & 6th St,summer,2019,38,242
McGinley Square,summer,2019,38,242
Brunswick & 6th,summer,2019,38,250
Paulus Hook,summer,2019,38,250
Columbus Drive,summer,2019,38,260
Jersey & 3rd,summer,2019,38,283
Morris Canal,summer,2019,38,289
Liberty Light Rail,summer,2019,38,294
Van Vorst Park,summer,2019,38,296
City Hall,summer,2019,38,305
Warren St,summer,2019,38,314
Newport Pkwy,summer,2019,38,347
Washington St,summer,2019,38,349
Newark Ave,summer,2019,38,363
Marin Light Rail,summer,2019,38,421
Newport PATH,summer,2019,38,529
Sip Ave,summer,2019,38,536
Columbus Dr at Exchange Pl,summer,2019,38,574
Harborside,summer,2019,38,610
Hamilton Park,summer,2019,38,765
Grove St PATH,summer,2019,38,1285
Union St,autumn,2019,39,24
Jackson Square,autumn,2019,39,33
Christ Hospital,autumn,2019,39,53
Leonard Gordon Park,autumn,2019,39,56
Glenwood Ave,autumn,2019,39,58
Riverview Park,autumn,2019,39,59
Communipaw & Berry Lane,autumn,2019,39,75
Astor Place,autumn,2019,39,78
Heights Elevator,autumn,2019,39,81
5 Corners Library,autumn,2019,39,86
Lincoln Park,autumn,2019,39,87
Hilltop,autumn,2019,39,90
Bergen Ave,autumn,2019,39,91
Hoboken Ave at Monmouth St,autumn,2019,39,92
Fairmount Ave,autumn,2019,39,103
Baldwin at Montgomery,autumn,2019,39,105
York St,autumn,2019,39,116
Montgomery St,autumn,2019,39,122
Lafayette Park,autumn,2019,39,124
Pershing Field,autumn,2019,39,129
Oakland Ave,autumn,2019,39,135
Journal Square,autumn,2019,39,153
Essex Light Rail,autumn,2019,39,168
Grand St,autumn,2019,39,179
Dixon Mills,autumn,2019,39,184
Manila & 1st,autumn,2019,39,208
Brunswick St,autumn,2019,39,216
McGinley Square,autumn,2019,39,240
Columbus Drive,autumn,2019,39,246
JC Medical Center,autumn,2019,39,246
Paulus Hook,autumn,2019,39,253
Monmouth and 6th,autumn,2019,39,255
Van Vorst Park,autumn,2019,39,260
Jersey & 3rd,autumn,2019,39,264
Jersey & 6th St,autumn,2019,39,265
Liberty Light Rail,autumn,2019,39,287
City Hall,autumn,2019,39,289
Brunswick & 6th,autumn,2019,39,296
Morris Canal,autumn,2019,39,303
Warren St,autumn,2019,39,335
Washington St,autumn,2019,39,336
Newport Pkwy,autumn,2019,39,348
Newark Ave,autumn,2019,39,373
Marin Light Rail,autumn,2019,39,421
Sip Ave,autumn,2019,39,487
Columbus Dr at Exchange Pl,autumn,2019,39,532
Harborside,autumn,2019,39,542
Newport PATH,autumn,2019,39,551
Hamilton Park,autumn,2019,39,791
Grove St PATH,autumn,2019,39,1407
Jackson Square,autumn,2019,40,19
Union St,autumn,2019,40,24
Leonard Gordon Park,autumn,2019,40,36
Glenwood Ave,autumn,2019,40,50
Hilltop,autumn,2019,40,51
Christ Hospital,autumn,2019,40,52
Communipaw & Berry Lane,autumn,2019,40,53
Riverview Park,autumn,2019,40,56
5 Corners Library,autumn,2019,40,65
Hoboken Ave at Monmouth St,autumn,2019,40,66
Lincoln Park,autumn,2019,40,68
Fairmount Ave,autumn,2019,40,69
Heights Elevator,autumn,2019,40,69
Bergen Ave,autumn,2019,40,74
Astor Place,autumn,2019,40,81
Baldwin at Montgomery,autumn,2019,40,87
York St,autumn,2019,40,96
Lafayette Park,autumn,2019,40,99
Oakland Ave,autumn,2019,40,104
Montgomery St,autumn,2019,40,111
Pershing Field,autumn,2019,40,111
Journal Square,autumn,2019,40,154
Essex Light Rail,autumn,2019,40,158
Grand St,autumn,2019,40,166
Dixon Mills,autumn,2019,40,168
JC Medical Center,autumn,2019,40,171
Monmouth and 6th,autumn,2019,40,191
Van Vorst Park,autumn,2019,40,191
Manila & 1st,autumn,2019,40,199
McGinley Square,autumn,2019,40,199
Liberty Light Rail,autumn,2019,40,200
Brunswick St,autumn,2019,40,204
Paulus Hook,autumn,2019,40,208
Jersey & 3rd,autumn,2019,40,224
Columbus Drive,autumn,2019,40,228
Jersey & 6th St,autumn,2019,40,231
Warren St,autumn,2019,40,234
Brunswick & 6th,autumn,2019,40,242
Newark Ave,autumn,2019,40,250
Morris Canal,autumn,2019,40,258
City Hall,autumn,2019,40,266
Newport Pkwy,autumn,2019,40,275
Washington St,autumn,2019,40,313
Columbus Dr at Exchange Pl,autumn,2019,40,393
Sip Ave,autumn,2019,40,422
Marin Light Rail,autumn,2019,40,423
Newport PATH,autumn,2019,40,430
Harborside,autumn,2019,40,484
Hamilton Park,autumn,2019,40,686
Grove St PATH,autumn,2019,40,1205
Jackson Square,autumn,2019,41,23
Union St,autumn,2019,41,26
Communipaw & Berry Lane,autumn,2019,41,47
Leonard Gordon Park,autumn,2019,41,47
Hilltop,autumn,2019,41,53
Glenwood Ave,autumn,2019,41,56
Christ Hospital,autumn,2019,41,57
Lincoln Park,autumn,2019,41,60
Riverview Park,autumn,2019,41,66
Hoboken Ave at Monmouth St,autumn,2019,41,69
5 Corners Library,autumn,2019,41,71
Heights Elevator,autumn,2019,41,76
Bergen Ave,autumn,2019,41,81
Astor Place,autumn,2019,41,88
York St,autumn,2019,41,94
Lafayette Park,autumn,2019,41,95
Baldwin at Montgomery,autumn,2019,41,99
Pershing Field,autumn,2019,41,104
Fairmount Ave,autumn,2019,41,106
Oakland Ave,autumn,2019,41,113
Montgomery St,autumn,2019,41,119
JC Medical Center,autumn,2019,41,154
Essex Light Rail,autumn,2019,41,157
Grand St,autumn,2019,41,160
Journal Square,autumn,2019,41,169
Liberty Light Rail,autumn,2019,41,176
Dixon Mills,autumn,2019,41,179
Manila & 1st,autumn,2019,41,188
Paulus Hook,autumn,2019,41,201
Monmouth and 6th,autumn,2019,41,206
McGinley Square,autumn,2019,41,212
Columbus Drive,autumn,2019,41,213
Jersey & 6th St,autumn,2019,41,214
Van Vorst Park,autumn,2019,41,214
Brunswick St,autumn,2019,41,219
Morris Canal,autumn,2019,41,231
Newark Ave,autumn,2019,41,235
Jersey & 3rd,autumn,2019,41,240
Brunswick & 6th,autumn,2019,41,253
City Hall,autumn,2019,41,259
Washington St,autumn,2019,41,261
Warren St,autumn,2019,41,270
Newport Pkwy,autumn,2019,41,283
Columbus Dr at Exchange Pl,autumn,2019,41,377
Marin Light Rail,autumn,2019,41,418
Newport PATH,autumn,2019,41,428
Sip Ave,autumn,2019,41,455
Harborside,autumn,2019,41,467
Hamilton Park,autumn,2019,41,691
Grove St PATH,autumn,2019,41,1119
Jackson Square,autumn,2019,42,19
Union St,autumn,2019,42,19
Dey St,autumn,2019,42,22
Leonard Gordon Park,autumn,2019,42,38
Glenwood Ave,autumn,2019,42,46
Riverview Park,autumn,2019,42,47
5 Corners Library,autumn,2019,42,50
Christ Hospital,autumn,2019,42,50
Communipaw & Berry Lane,autumn,2019,42,50
Hilltop,autumn,2019,42,54
Lincoln Park,autumn,2019,42,56
Heights Elevator,autumn,2019,42,57
Hoboken Ave at Monmouth St,autumn,2019,42,64
Astor Place,autumn,2019,42,65
Bergen Ave,autumn,2019,42,74
Baldwin at Montgomery,autumn,2019,42,75
Lafayette Park,autumn,2019,42,78
Fairmount Ave,autumn,2019,42,82
Pershing Field,autumn,2019,42,87
Oakland Ave,autumn,2019,42,91
York St,autumn,2019,42,94
Montgomery St,autumn,2019,42,96
Essex Light Rail,autumn,2019,42,104
JC Medical Center,autumn,2019,42,134
Liberty Light Rail,autumn,2019,42,142
Grand St,autumn,2019,42,151
Dixon Mills,autumn,2019,42,160
Journal Square,autumn,2019,42,172
Manila & 1st,autumn,2019,42,177
Paulus Hook,autumn,2019,42,179
Van Vorst Park,autumn,2019,42,179
Columbus Drive,autumn,2019,42,187
Monmouth and 6th,autumn,2019,42,189
Jersey & 6th St,autumn,2019,42,196
City Hall,autumn,2019,42,197
Jersey & 3rd,autumn,2019,42,197
Brunswick St,autumn,2019,42,205
McGinley Square,autumn,2019,42,205
Newport Pkwy,autumn,2019,42,206
Newark Ave,autumn,2019,42,212
Washington St,autumn,2019,42,230
Morris Canal,autumn,2019,42,232
Brunswick & 6th,autumn,2019,42,248
Warren St,autumn,2019,42,252
Columbus Dr at Exchange Pl,autumn,2019,42,320
Marin Light Rail,autumn,2019,42,344
Newport PATH,autumn,2019,42,358
Sip Ave,autumn,2019,42,426
Harborside,autumn,2019,42,430
Hamilton Park,autumn,2019,42,571
Grove St PATH,autumn,2019,42,912
Union St,autumn,2019,43,20
Jackson Square,autumn,2019,43,26
Dey St,autumn,2019,43,28
Leonard Gordon Park,autumn,2019,43,40
Communipaw & Berry Lane,autumn,2019,43,44
Glenwood Ave,autumn,2019,43,51
5 Corners Library,autumn,2019,43,55
Riverview Park,autumn,2019,43,56
Hilltop,autumn,2019,43,57
Heights Elevator,autumn,2019,43,58
Christ Hospital,autumn,2019,43,61
Lincoln Park,autumn,2019,43,61
Astor Place,autumn,2019,43,69
Bergen Ave,autumn,2019,43,77
York St,autumn,2019,43,77
Hoboken Ave at Monmouth St,autumn,2019,43,78
Lafayette Park,autumn,2019,43,79
Fairmount Ave,autumn,2019,43,86
Baldwin at Montgomery,autumn,2019,43,90
Pershing Field,autumn,2019,43,100
Oakland Ave,autumn,2019,43,117
Montgomery St,autumn,2019,43,123
Grand St,autumn,2019,43,141
Essex Light Rail,autumn,2019,43,142
JC Medical Center,autumn,2019,43,143
Dixon Mills,autumn,2019,43,152
Liberty Light Rail,autumn,2019,43,155
Paulus Hook,autumn,2019,43,160
Manila & 1st,autumn,2019,43,162
Van Vorst Park,autumn,2019,43,167
Monmouth and 6th,autumn,2019,43,186
City Hall,autumn,2019,43,188
Journal Square,autumn,2019,43,190
Columbus Drive,autumn,2019,43,196
Brunswick St,autumn,2019,43,203
Jersey & 6th St,autumn,2019,43,203
Newport Pkwy,autumn,2019,43,225
Newark Ave,autumn,2019,43,228
McGinley Square,autumn,2019,43,229
Jersey & 3rd,autumn,2019,43,234
Brunswick & 6th,autumn,2019,43,238
Morris Canal,autumn,2019,43,245
Washington St,autumn,2019,43,265
Warren St,autumn,2019,43,287
Columbus Dr at Exchange Pl,autumn,2019,43,354
Marin Light Rail,autumn,2019,43,359
Newport PATH,autumn,2019,43,364
Harborside,autumn,2019,43,410
Sip Ave,autumn,2019,43,478
Hamilton Park,autumn,2019,43,600
Grove St PATH,autumn,2019,43,1047
Union St,autumn,2019,44,20
Jackson Square,autumn,2019,44,22
Dey St,autumn,2019,44,27
Leonard Gordon Park,autumn,2019,44,32
Communipaw & Berry Lane,autumn,2019,44,33
Riverview Park,autumn,2019,44,37
Lincoln Park,autumn,2019,44,49
Glenwood Ave,autumn,2019,44,50
5 Corners Library,autumn,2019,44,51
Heights Elevator,autumn,2019,44,54
Hilltop,autumn,2019,44,57
Hoboken Ave at Monmouth St,autumn,2019,44,62
Lafayette Park,autumn,2019,44,64
Astor Place,autumn,2019,44,69
Christ Hospital,autumn,2019,44,70
York St,autumn,2019,44,77
Fairmount Ave,autumn,2019,44,81
Montgomery St,autumn,2019,44,87
Bergen Ave,autumn,2019,44,89
Baldwin at Montgomery,autumn,2019,44,92
Oakland Ave,autumn,2019,44,94
Pershing Field,autumn,2019,44,105
Essex Light Rail,autumn,2019,44,117
Grand St,autumn,2019,44,129
JC Medical Center,autumn,2019,44,141
Brunswick St,autumn,2019,44,142
Liberty Light Rail,autumn,2019,44,142
Manila & 1st,autumn,2019,44,145
Dixon Mills,autumn,2019,44,150
Paulus Hook,autumn,2019,44,168
Morris Canal,autumn,2019,44,174
Columbus Drive,autumn,2019,44,180
Jersey & 3rd,autumn,2019,44,180
Van Vorst Park,autumn,2019,44,182
City Hall,autumn,2019,44,185
Journal Square,autumn,2019,44,187
Monmouth and 6th,autumn,2019,44,192
Jersey & 6th St,autumn,2019,44,194
Newark Ave,autumn,2019,44,197
Brunswick & 6th,autumn,2019,44,201
Washington St,autumn,2019,44,208
McGinley Square,autumn,2019,44,210
Newport Pkwy,autumn,2019,44,217
Warren St,autumn,2019,44,258
Marin Light Rail,autumn,2019,44,350
Newport PATH,autumn,2019,44,368
Columbus Dr at Exchange Pl,autumn,2019,44,387
Harborside,autumn,2019,44,402
Sip Ave,autumn,2019,44,460
Hamilton Park,autumn,2019,44,538
Grove St PATH,autumn,2019,44,958
Communipaw & Berry Lane,autumn,2019,45,22
Union St,autumn,2019,45,22
Dey St,autumn,2019,45,25
Jackson Square,autumn,2019,45,27
Hilltop,autumn,2019,45,34
5 Corners Library,autumn,2019,45,35
Heights Elevator,autumn,2019,45,36
Riverview Park,autumn,2019,45,42
Christ Hospital,autumn,2019,45,47
Leonard Gordon Park,autumn,2019,45,47
Glenwood Ave,autumn,2019,45,49
Lincoln Park,autumn,2019,45,50
Hoboken Ave at Monmouth St,autumn,2019,45,52
Grand St,autumn,2019,45,65
Fairmount Ave,autumn,2019,45,69
Lafayette Park,autumn,2019,45,69
Montgomery St,autumn,2019,45,69
Astor Place,autumn,2019,45,75
Bergen Ave,autumn,2019,45,75
York St,autumn,2019,45,81
Baldwin at Montgomery,autumn,2019,45,85
Washington St,autumn,2019,45,90
Pershing Field,autumn,2019,45,91
Oakland Ave,autumn,2019,45,101
Dixon Mills,autumn,2019,45,117
JC Medical Center,autumn,2019,45,125
Paulus Hook,autumn,2019,45,130
Manila & 1st,autumn,2019,45,135
Essex Light Rail,autumn,2019,45,137
Liberty Light Rail,autumn,2019,45,144
Van Vorst Park,autumn,2019,45,144
Brunswick St,autumn,2019,45,147
Newark Ave,autumn,2019,45,155
Columbus Drive,autumn,2019,45,157
Jersey & 6th St,autumn,2019,45,169
Journal Square,autumn,2019,45,170
Newport Pkwy,autumn,2019,45,181
Jersey & 3rd,autumn,2019,45,182
McGinley Square,autumn,2019,45,186
City Hall,autumn,2019,45,191
Morris Canal,autumn,2019,45,200
Monmouth and 6th,autumn,2019,45,202
Brunswick & 6th,autumn,2019,45,223
Warren St,autumn,2019,45,227
Marin Light Rail,autumn,2019,45,282
Newport PATH,autumn,2019,45,363
Columbus Dr at Exchange Pl,autumn,2019,45,366
Sip Ave,autumn,2019,45,417
Harborside,autumn,2019,45,431
Hamilton Park,autumn,2019,45,557
Grove St PATH,autumn,2019,45,949
Jackson Square,autumn,2019,46,19
Dey St,autumn,2019,46,24
Union St,autumn,2019,46,25
Communipaw & Berry Lane,autumn,2019,46,27
Heights Elevator,autumn,2019,46,27
5 Corners Library,autumn,2019,46,34
Leonard Gordon Park,autumn,2019,46,36
Hilltop,autumn,2019,46,38
Hoboken Ave at Monmouth St,autumn,2019,46,38
Lincoln Park,autumn,2019,46,38
Christ Hospital,autumn,2019,46,40
Riverview Park,autumn,2019,46,42
Lafayette Park,autumn,2019,46,50
Glenwood Ave,autumn,2019,46,52
York St,autumn,2019,46,61
Astor Place,autumn,2019,46,62
Baldwin at Montgomery,autumn,2019,46,63
Bergen Ave,autumn,2019,46,65
Fairmount Ave,autumn,2019,46,66
Pershing Field,autumn,2019,46,66
Montgomery St,autumn,2019,46,74
Oakland Ave,autumn,2019,46,86
Grand St,autumn,2019,46,93
JC Medical Center,autumn,2019,46,93
Essex Light Rail,autumn,2019,46,102
Manila & 1st,autumn,2019,46,102
Dixon Mills,autumn,2019,46,105
Paulus Hook,autumn,2019,46,119
Washington St,autumn,2019,46,122
Brunswick St,autumn,2019,46,126
Liberty Light Rail,autumn,2019,46,126
Journal Square,autumn,2019,46,134
Van Vorst Park,autumn,2019,46,147
Jersey & 6th St,autumn,2019,46,148
Columbus Drive,autumn,2019,46,151
Newport Pkwy,autumn,2019,46,156
Newark Ave,autumn,2019,46,160
Jersey & 3rd,autumn,2019,46,165
Morris Canal,autumn,2019,46,165
McGinley Square,autumn,2019,46,166
City Hall,autumn,2019,46,170
Monmouth and 6th,autumn,2019,46,187
Warren St,autumn,2019,46,187
